Liste;No;unknown;Act;Domain;;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sharepoint.com;moc.tnioperahs;;;;
BcNoSSLIntercept;1551799341;unknown;Add;asendia.sharepoint.com;moc.tnioperahs.aidnesa;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postchag.sharepoint.com;moc.tnioperahs.gahctsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;Swisscom.sharepoint.com;moc.tnioperahs.mocssiwS;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postchagint.sharepoint.com;moc.tnioperahs.tnigahctsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;bregy1860-my.sharepoint.com;moc.tnioperahs.ym-0681ygerb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;asendia-my.sharepoint.com;moc.tnioperahs.ym-aidnesa;;;;
BcNoSSLIntercept;1551799341;unknown;Add;lahia-my.sharepoint.com;moc.tnioperahs.ym-aihal;;;;
BcNoSSLIntercept;1551799341;unknown;Add;cavaliermnc-my.sharepoint.com;moc.tnioperahs.ym-cnmreilavac;;;;
BcNoSSLIntercept;1551799341;unknown;Add;supamidland-my.sharepoint.com;moc.tnioperahs.ym-dnaldimapus;;;;
BcNoSSLIntercept;1551799341;unknown;Add;lifestylesolutionsaustltd-my.sharepoint.com;moc.tnioperahs.ym-dtltsuasnoituloselytsefil;;;;
BcNoSSLIntercept;1551799341;unknown;Add;filestreamptyltd-my.sharepoint.com;moc.tnioperahs.ym-dtlytpmaertselif;;;;
BcNoSSLIntercept;1551799341;unknown;Add;arabridge-my.sharepoint.com;moc.tnioperahs.ym-egdirbara;;;;
BcNoSSLIntercept;1551799341;unknown;Add;royalcrowncollege-my.sharepoint.com;moc.tnioperahs.ym-egellocnworclayor;;;;
BcNoSSLIntercept;1551799341;unknown;Add;leaphome-my.sharepoint.com;moc.tnioperahs.ym-emohpael;;;;
BcNoSSLIntercept;1551799341;unknown;Add;guardianchildcare-my.sharepoint.com;moc.tnioperahs.ym-eracdlihcnaidraug;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postchag-my.sharepoint.com;moc.tnioperahs.ym-gahctsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;gthaccounting-my.sharepoint.com;moc.tnioperahs.ym-gnitnuoccahtg;;;;
BcNoSSLIntercept;1551799341;unknown;Add;planittesting-my.sharepoint.com;moc.tnioperahs.ym-gnitsettinalp;;;;
BcNoSSLIntercept;1551799341;unknown;Add;bpmurwillumbah-my.sharepoint.com;moc.tnioperahs.ym-habmulliwrumpb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;talofinancial-my.sharepoint.com;moc.tnioperahs.ym-laicnanifolat;;;;
BcNoSSLIntercept;1551799341;unknown;Add;swisscom-my.sharepoint.com;moc.tnioperahs.ym-mocssiws;;;;
BcNoSSLIntercept;1551799341;unknown;Add;trvlcorp-my.sharepoint.com;moc.tnioperahs.ym-proclvrt;;;;
BcNoSSLIntercept;1551799341;unknown;Add;leq-my.sharepoint.com;moc.tnioperahs.ym-qel;;;;
BcNoSSLIntercept;1551799341;unknown;Add;gmuer-my.sharepoint.com;moc.tnioperahs.ym-reumg;;;;
BcNoSSLIntercept;1551799341;unknown;Add;techsmartsystems-my.sharepoint.com;moc.tnioperahs.ym-smetsystramshcet;;;;
BcNoSSLIntercept;1551799341;unknown;Add;kasolutions-my.sharepoint.com;moc.tnioperahs.ym-snoitulosak;;;;
BcNoSSLIntercept;1551799341;unknown;Add;yemposolutions-my.sharepoint.com;moc.tnioperahs.ym-snoitulosopmey;;;;
BcNoSSLIntercept;1551799341;unknown;Add;jensenbowers-my.sharepoint.com;moc.tnioperahs.ym-srewobnesnej;;;;
BcNoSSLIntercept;1551799341;unknown;Add;soranus-my.sharepoint.com;moc.tnioperahs.ym-sunaros;;;;
BcNoSSLIntercept;1551799341;unknown;Add;mynatus-my.sharepoint.com;moc.tnioperahs.ym-sutanym;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postchagint-my.sharepoint.com;moc.tnioperahs.ym-tnigahctsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ausvest-my.sharepoint.com;moc.tnioperahs.ym-tsevsua;;;;
BcNoSSLIntercept;1551799341;unknown;Add;wilsonhurst-my.sharepoint.com;moc.tnioperahs.ym-tsruhnosliw;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ddsaust-my.sharepoint.com;moc.tnioperahs.ym-tsuasdd;;;;
BcNoSSLIntercept;1551799341;unknown;Add;theagencyinccomau-my.sharepoint.com;moc.tnioperahs.ym-uamoccniycnegaeht;;;;
BcNoSSLIntercept;1551799341;unknown;Add;fosterraffanau-my.sharepoint.com;moc.tnioperahs.ym-uanaffarretsof;;;;
BcNoSSLIntercept;1551799341;unknown;Add;platinumitau-my.sharepoint.com;moc.tnioperahs.ym-uatimunitalp;;;;
BcNoSSLIntercept;1551799341;unknown;Add;noelfv-my.sharepoint.com;moc.tnioperahs.ym-vfleon;;;;
BcNoSSLIntercept;1551799341;unknown;Add;gowriensw-my.sharepoint.com;moc.tnioperahs.ym-wsneirwog;;;;
BcNoSSLIntercept;1551799341;unknown;Add;rosedalepharmacy-my.sharepoint.com;moc.tnioperahs.ym-ycamrahpeladesor;;;;
BcNoSSLIntercept;1551799341;unknown;Add;tippingpoint.com;moc.tniopgnippit;;;;
BcAuthWhitelist2;1551799275;unknown;Add;digicert.com;moc.trecigid;;;;
BcAuthWhitelist2;1551799275;unknown;Add;crl3.digicert.com;moc.trecigid.3lrc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;crl4.digicert.com;moc.trecigid.4lrc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ocsp.digicert.com;moc.trecigid.psco;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cacerts.digicert.com;moc.trecigid.strecac;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.digicert.com;moc.trecigid.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ocspx.digicert.com;moc.trecigid.xpsco;;;;
BcAuthWhitelist2;1551799275;unknown;Add;repo.itextsupport.com;moc.troppustxeti.oper;;;;
BcSitesViaIPv4;1551799275;unknown;Add;people.ubuntu.com;moc.utnubu.elpoep;;;;
BcAuthWhitelist2;1551799275;unknown;Add;people.ubuntu.com;moc.utnubu.elpoep;;;;
BcNoSSLIntercept;1551799341;unknown;Add;metalogix.com;moc.xigolatem;;;;
BcAuthWhitelist2;1551799275;unknown;Add;tokbox.com;moc.xobkot;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cloudlinux.com;moc.xunilduolc;;;;
BcNoSSLIntercept;1551799341;unknown;Add;cloudlinux.com;moc.xunilduolc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;bintray.com;moc.yartnib;;;;
BcNoSSLIntercept;1551799341;unknown;Add;bintray.com;moc.yartnib;;;;
BcAuthWhitelist2;1551799275;unknown;Add;dl.bintray.com;moc.yartnib.ld;;;;
BcNoSSLIntercept;1551799341;unknown;Add;dl.bintray.com;moc.yartnib.ld;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jcenter.bintray.com;moc.yartnib.retnecj;;;;
BcNoSSLIntercept;1551799341;unknown;Add;jcenter.bintray.com;moc.yartnib.retnecj;;;;
BcAuthWhitelist;1551799341;unknown;Add;ocsp.godaddy.com;moc.yddadog.psco;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ocsp.godaddy.com;moc.yddadog.psco;;;;
BcAuthWhitelist2;1551799275;unknown;Add;synology.com;moc.ygolonys;;;;
BcNoSSLIntercept;1551799341;unknown;Add;synology.com;moc.ygolonys;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.powershellgallery.com;moc.yrellagllehsrewop.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;gpkg.in;ni.gkpg;;;;
BcAuthWhitelist2;1551799275;unknown;Add;gopkg.in;ni.gkpog;;;;
BcNoSSLIntercept;1551799341;unknown;Add;gopkg.in;ni.gkpog;;;;
BcAuthWhitelist2;1551799275;unknown;Add;elastic.co;oc.citsale;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.elastic.co;oc.citsale.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;honnef.co;oc.fennoh;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jfrog.co;oc.gorfj;;;;
BcNoSSLIntercept;1551799341;unknown;Add;jfrog.co;oc.gorfj;;;;
BcAuthWhitelist2;1551799275;unknown;Add;github.io;oi.buhtig;;;;
BcAuthWhitelist2;1551799275;unknown;Add;fabioz.github.io;oi.buhtig.zoibaf;;;;
BcAuthWhitelist2;1551799275;unknown;Add;packagecloud.io;oi.duolcegakcap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;repo.spring.io;oi.gnirps.oper;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jfrog.io;oi.gorfj;;;;
BcAuthWhitelist2;1551799341;unknown;Add;jxray.jfrog.io;oi.gorfj.yarxj;;;;
BcNoSSLIntercept;1551799341;unknown;Add;jxray.jfrog.io;oi.gorfj.yarxj;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jitpack.io;oi.kcaptij;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jrubin.io;oi.niburj;;;;
BcAuthWhitelist2;1551799275;unknown;Add;gcr.io;oi.rcg;;;;
BcAuthWhitelist2;1551799275;unknown;Add;api.honeybadger.io;oi.regdabyenoh.ipa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;docker.io;oi.rekcod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;k8s.io;oi.s8k;;;;
BcAuthWhitelist2;1551799275;unknown;Add;kubernetes.io;oi.setenrebuk;;;;
BcAuthWhitelist2;1551799275;unknown;Add;updates.jenkins.io;oi.sniknej.setadpu;;;;
BcNoSSLIntercept;1551799341;unknown;Add;cypress.io;oi.sserpyc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;contrib.go.opencensus.io;oi.susnecnepo.og.birtnoc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;bintray.io;oi.yartnib;;;;
BcAuthWhitelist2;1551799275;unknown;Add;quay.io;oi.yauq;;;;
BcAuthWhitelist2;1551799275;unknown;Add;osquery.io;oi.yreuqso;;;;
BcAuthWhitelist2;1551799275;unknown;Add;poc-qa1-issuer-interface.otlabs.fr;rf.sbalto.ecafretni-reussi-1aq-cop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;poc-qa1-issuer-interface.otlabs.fr;rf.sbalto.ecafretni-reussi-1aq-cop;;;;
BcAuthWhitelist2;1551799275;unknown;Add;assets.onestore.ms;sm.erotseno.stessa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;license.outcold.solutions;snoitulos.dloctuo.esnecil;;;;
BcNoSSLIntercept;1551799341;unknown;Add;license.outcold.solutions;snoitulos.dloctuo.esnecil;;;;
BcAuthWhitelist2;1551799275;unknown;Add;mirror.init7.net;ten.7tini.rorrim;;;;
BcAuthWhitelist2;1551799275;unknown;Add;grafana.net;ten.anafarg;;;;
BcNoSSLIntercept;1551799341;unknown;Add;grafana.net;ten.anafarg;;;;
BcAuthWhitelist;1551799275;unknown;Add;download.java.net;ten.avaj.daolnwod;;;;
BcPostWhitelist;1551799275;unknown;Add;download.java.net;ten.avaj.daolnwod;;;;
BcJavaWhitelist;1551799275;unknown;Add;download.java.net;ten.avaj.daolnwod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;download.java.net;ten.avaj.daolnwod;;;;
BcAuthWhitelist;1551799275;unknown;Add;maven.java.net;ten.avaj.nevam;;;;
BcPostWhitelist;1551799275;unknown;Add;maven.java.net;ten.avaj.nevam;;;;
BcJavaWhitelist;1551799275;unknown;Add;maven.java.net;ten.avaj.nevam;;;;
BcAuthWhitelist2;1551799275;unknown;Add;maven.java.net;ten.avaj.nevam;;;;
BcAuthWhitelist2;1551799275;unknown;Add;netcentricag.tt.omtrdc.net;ten.cdrtmo.tt.gacirtnecten;;;;
BcAuthWhitelist2;1551799275;unknown;Add;launchpad.net;ten.daphcnual;;;;
BcNoSSLIntercept;1551799341;unknown;Add;launchpad.net;ten.daphcnual;;;;
BcSitesViaIPv4;1551799275;unknown;Add;vo.msecnd.net;ten.dncesm.ov;;;;
BcAuthWhitelist;1551799275;unknown;Add;vo.msecnd.net;ten.dncesm.ov;;;;
BcProtocolDetection;1551799275;unknown;Add;vo.msecnd.net;ten.dncesm.ov;;;;
BcAuthWhitelist2;1551799275;unknown;Add;vo.msecnd.net;ten.dncesm.ov;;;;
BcAuthWhitelist2;1551799275;unknown;Add;sourceforge.net;ten.egrofecruos;;;;
BcAuthWhitelist;1551799275;unknown;Add;aperture.sourceforge.net;ten.egrofecruos.erutrepa;;;;
BcJavaWhitelist;1551799275;unknown;Add;aperture.sourceforge.net;ten.egrofecruos.erutrepa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;aperture.sourceforge.net;ten.egrofecruos.erutrepa;;;;
BcAuthWhitelist;1551799275;unknown;Add;jasperreports.sourceforge.net;ten.egrofecruos.stroperrepsaj;;;;
BcJavaWhitelist;1551799275;unknown;Add;jasperreports.sourceforge.net;ten.egrofecruos.stroperrepsaj;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jasperreports.sourceforge.net;ten.egrofecruos.stroperrepsaj;;;;
BcAuthWhitelist2;1551799275;unknown;Add;procache.net;ten.ehcacorp;;;;
BcAuthWhitelist;1551799275;unknown;Add;ax.hobos.apple.com.edgesuite.net;ten.etiusegde.moc.elppa.soboh.xa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ax.hobos.apple.com.edgesuite.net;ten.etiusegde.moc.elppa.soboh.xa;;;;
BcPostWhitelist;1551799275;unknown;Add;cdn.debian.net;ten.naibed.ndc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cdn.debian.net;ten.naibed.ndc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;swisssign.net;ten.ngisssiws;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cdn.jsdeliver.net;ten.reviledsj.ndc;;;;
BcNoSSLIntercept;1551799341;unknown;Add;incapdns.net;ten.sndpacni;;;;
BcAuthWhitelist;1551799275;unknown;Add;devopsgallerystorage.blob.core.windows.net;ten.swodniw.eroc.bolb.egarotsyrellagspoved;;;;
BcAuthWhitelist2;1551799275;unknown;Add;devopsgallerystorage.blob.core.windows.net;ten.swodniw.eroc.bolb.egarotsyrellagspoved;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cloudfront.net;ten.tnorfduolc;;;;
BcNoSSLIntercept;1551799341;unknown;Add;cloudfront.net;ten.tnorfduolc;;;;
BcSitesViaIPv4;1551799275;unknown;Add;aia.entrust.net;ten.tsurtne.aia;;;;
BcAuthWhitelist;1551799275;unknown;Add;aia.entrust.net;ten.tsurtne.aia;;;;
BcAuthWhitelist2;1551799275;unknown;Add;aia.entrust.net;ten.tsurtne.aia;;;;
BcAuthWhitelist2;1551799275;unknown;Add;howett.net;ten.ttewoh;;;;
BcAuthWhitelist;1551799275;unknown;Add;db.de.clamav.net;ten.vamalc.ed.bd;;;;
BcAuthWhitelist2;1551799275;unknown;Add;db.de.clamav.net;ten.vamalc.ed.bd;;;;
BcAuthWhitelist;1551799275;unknown;Add;database.clamav.net;ten.vamalc.esabatad;;;;
BcAuthWhitelist2;1551799275;unknown;Add;database.clamav.net;ten.vamalc.esabatad;;;;
BcAuthWhitelist;1551799341;unknown;Add;database.clamav.net;ten.vamalc.esabatad;;;;
BcNoSSLIntercept;1551799341;unknown;Add;database.clamav.net;ten.vamalc.esabatad;;;;
BcAuthWhitelist;1551799275;unknown;Add;db.ch.clamav.net;ten.vamalc.hc.bd;;;;
BcAuthWhitelist2;1551799275;unknown;Add;db.ch.clamav.net;ten.vamalc.hc.bd;;;;
BcAuthWhitelist;1551799341;unknown;Add;db.ch.clamav.net;ten.vamalc.hc.bd;;;;
BcNoSSLIntercept;1551799341;unknown;Add;db.ch.clamav.net;ten.vamalc.hc.bd;;;;
BcAuthWhitelist2;1551799275;unknown;Add;mirrors.coreix.net;ten.xieroc.srorrim;;;;
BcAuthWhitelist2;1551799275;unknown;Add;devimages.apple.com.edgekey.net;ten.yekegde.moc.elppa.segamived;;;;
BcAuthWhitelist2;1551799275;unknown;Add;packagecloud-prod.global.ssl.fastly.net;ten.yltsaf.lss.labolg.dorp-duolcegakcap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;rubygems.global.ssl.fastly.net;ten.yltsaf.lss.labolg.smegybur;;;;
BcNoSSLIntercept;1551799341;unknown;Add;rubygems.global.ssl.fastly.net;ten.yltsaf.lss.labolg.smegybur;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cassandra.cerias.purdue.edu;ude.eudrup.sairec.ardnassac;;;;
BcNoSSLIntercept;1551799341;unknown;Add;cassandra.cerias.purdue.edu;ude.eudrup.sairec.ardnassac;;;;
BcAuthWhitelist2;1551799275;unknown;Add;nist.gov ;vog.tsin;;;;
BcAuthWhitelist2;1551799275;unknown;Add;extranet.netcetera.biz;zib.aretecten.tenartxe;;;;
BcAuthWhitelist2;1551799275;unknown;Add;postfinance-app.extranet.netcetera.biz;zib.aretecten.tenartxe.ppa-ecnaniftsop;;;;
BcAuthWhitelist2;1551799341;unknown;Add;postfinance-app.extranet.netcetera.biz;zib.aretecten.tenartxe.ppa-ecnaniftsop;;;;
BcAuthWhitelist;1551799341;unknown;Add;postfinance-app.extranet.netcetera.biz;zib.aretecten.tenartxe.ppa-ecnaniftsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postfinance-app.extranet.netcetera.biz;zib.aretecten.tenartxe.ppa-ecnaniftsop;;;;
